name,rank,lineage,,,,,,,
Shewanella frigidimarina,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Alteromonadales__135622,f__Shewanellaceae__267890,g__Shewanella__22,s__Shewanella frigidimarina__56812,
Phyllobacterium sp. CCBAU 73021,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Phyllobacteriaceae__69277,g__Phyllobacterium__28100,s__Phyllobacterium sp. CCBAU 73021__476821,
Pleurocapsales,order,sk__Bacteria__2,p__Cyanobacteriota__1117,c__Cyanophyceae__3028117,o__Pleurocapsales__52604,,,,
Klebsiella pneumoniae HSL4,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae HSL4__1294269
Virgibacillus sp. YIM C826,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Virgibacillus__84406,s__Virgibacillus sp. YIM C826__470861,
Prevotella sp. JCM 6330,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Prevotellaceae__171552,g__Prevotella__838,s__Prevotella sp. JCM 6330__732236,
Brachybacterium squillarum M-6-3,strain,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Dermabacteraceae__85020,g__Brachybacterium__43668,s__Brachybacterium squillarum__661979,st__Brachybacterium squillarum M-6-3__1074488
Streptococcus mutans NLML4,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans NLML4__857129
Anaerococcus nagyae,species,sk__Bacteria__2,p__Bacillota__1239,c__Tissierellia__1737404,o__Tissierellales__1737405,f__Peptoniphilaceae__1570339,g__Anaerococcus__165779,s__Anaerococcus nagyae__1755241,
Aliarcobacter butzleri 7h1h,strain,sk__Bacteria__2,p__Campylobacterota__29547,c__Epsilonproteobacteria__3031852,o__Campylobacterales__213849,f__Arcobacteraceae__2808963,g__Aliarcobacter__2321111,s__Aliarcobacter butzleri__28197,st__Aliarcobacter butzleri 7h1h__1036172
Streptomyces sp. NRRL B-1568,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Kitasatosporales__85011,f__Streptomycetaceae__2062,g__Streptomyces__1883,s__Streptomyces sp. NRRL B-1568__1609106,
Bacillus sp. IHB B 4023,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Bacillus__1386,s__Bacillus sp. IHB B 4023__882151,
Micromonospora sp. L5,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micromonosporales__85008,f__Micromonosporaceae__28056,g__Micromonospora__1873,s__Micromonospora sp. L5__648999,
Nocardiopsis halophila,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Nocardiopsaceae__83676,g__Nocardiopsis__2013,s__Nocardiopsis halophila__141692,
Persicitalea sp. KMM 6743,species,sk__Bacteria__2,p__Bacteroidota__976,c__Cytophagia__768503,o__Cytophagales__768507,f__Spirosomataceae__2896860,g__Persicitalea__442431,s__Persicitalea sp. KMM 6743__1265704,
Neisseria sp. HMSC073B07,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Neisseriales__206351,f__Neisseriaceae__481,g__Neisseria__482,s__Neisseria sp. HMSC073B07__1739362,
Kaistella antarctica,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Weeksellaceae__2762318,g__Kaistella__2782231,s__Kaistella antarctica__266748,
Nitrobacter hamburgensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Nitrobacteraceae__41294,g__Nitrobacter__911,s__Nitrobacter hamburgensis__912,
Pseudomonas sp. UW4,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas sp. UW4__1207075,
Octadecabacter antarcticus,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodobacterales__204455,f__Roseobacteraceae__2854170,g__Octadecabacter__53945,s__Octadecabacter antarcticus__1217908,
Psychrobacillus insolitus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Psychrobacillus__1221880,s__Psychrobacillus insolitus__1461,
Actinopolyspora sp. YIM 90485,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinopolysporales__622450,f__Actinopolysporaceae__622451,g__Actinopolyspora__1849,s__Actinopolyspora sp. YIM 90485__414992,
Dokdonella,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Rhodanobacteraceae__1775411,g__Dokdonella__323413,,
Mycobacterium xenopi,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Mycobacteriaceae__1762,g__Mycobacterium__1763,s__Mycobacterium xenopi__1789,
Aquamicrobium defluvii,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Phyllobacteriaceae__69277,g__Aquamicrobium__69278,s__Aquamicrobium defluvii__69279,
Gloeothece citriformis,species,sk__Bacteria__2,p__Cyanobacteriota__1117,c__Cyanophyceae__3028117,o__Chroococcales__1118,f__Aphanothecaceae__1890450,g__Gloeothece__28070,s__Gloeothece citriformis__2546356,
Fimbriimonadales,order,sk__Bacteria__2,p__Armatimonadota__67819,c__Fimbriimonadia__1663419,o__Fimbriimonadales__1663425,,,,
Shewanella sp. MR-4,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Alteromonadales__135622,f__Shewanellaceae__267890,g__Shewanella__22,s__Shewanella sp. MR-4__60480,
Streptomyces hygroscopicus,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Kitasatosporales__85011,f__Streptomycetaceae__2062,g__Streptomyces__1883,s__Streptomyces hygroscopicus__1912,
Psychrobacter sp. CCBAU 51485,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Moraxellales__2887326,f__Moraxellaceae__468,g__Psychrobacter__497,s__Psychrobacter sp. CCBAU 51485__521472,
Zobellia,genus,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Zobellia__112040,,
Mycobacterium sp. JS623,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Mycobacteriaceae__1762,g__Mycobacterium__1763,s__Mycobacterium sp. JS623__212767,
Acetoanaerobium noterae,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Filifactoraceae__3118655,g__Acetoanaerobium__186831,s__Acetoanaerobium noterae__745369,
Streptococcus mutans TCI-191,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans TCI-191__1074149
Herbiconiux,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Microbacteriaceae__85023,g__Herbiconiux__881616,,
Aquimonas,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Rhodanobacteraceae__1775411,g__Aquimonas__265718,,
Pontibacter korlensis,species,sk__Bacteria__2,p__Bacteroidota__976,c__Cytophagia__768503,o__Cytophagales__768507,f__Hymenobacteraceae__1853232,g__Pontibacter__323449,s__Pontibacter korlensis__400092,
Mycoplasma haemofelis,species,sk__Bacteria__2,p__Mycoplasmatota__544448,c__Mollicutes__31969,o__Mycoplasmatales__2085,f__Mycoplasmataceae__2092,g__Mycoplasma__2093,s__Mycoplasma haemofelis__29501,
Lactobacillus sp. UMNPBX1,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lactobacillus__1578,s__Lactobacillus sp. UMNPBX1__2042046,
Shewanella hanedai,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Alteromonadales__135622,f__Shewanellaceae__267890,g__Shewanella__22,s__Shewanella hanedai__25,
Chryseobacterium daecheongense,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Weeksellaceae__2762318,g__Chryseobacterium__59732,s__Chryseobacterium daecheongense__192389,
Pedobacter caeni,species,sk__Bacteria__2,p__Bacteroidota__976,c__Sphingobacteriia__117747,o__Sphingobacteriales__200666,f__Sphingobacteriaceae__84566,g__Pedobacter__84567,s__Pedobacter caeni__288992,
Gardnerella vaginalis JCP7672,strain,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Gardnerella__2701,s__Gardnerella vaginalis__2702,st__Gardnerella vaginalis JCP7672__1261060
Acinetobacter baumannii 99063,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Moraxellales__2887326,f__Moraxellaceae__468,g__Acinetobacter__469,s__Acinetobacter baumannii__470,st__Acinetobacter baumannii 99063__1310630
Prescottella,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Nocardiaceae__85025,g__Prescottella__2979332,,
Oceanobacillus iheyensis,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Oceanobacillus__182709,s__Oceanobacillus iheyensis__182710,
Anaerobacillus alkalidiazotrophicus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Anaerobacillus__704093,s__Anaerobacillus alkalidiazotrophicus__472963,
marine bacterium SIMO-4474,species,sk__Bacteria__2,s__marine bacterium SIMO-4474__639218,,,,,,
Alkalibacterium thalassium,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Carnobacteriaceae__186828,g__Alkalibacterium__99906,s__Alkalibacterium thalassium__426701,
Borreliella bavariensis,species,sk__Bacteria__2,p__Spirochaetota__203691,c__Spirochaetia__203692,o__Spirochaetales__136,f__Borreliaceae__1643685,g__Borreliella__64895,s__Borreliella bavariensis__664662,
Brachyspira pilosicoli,species,sk__Bacteria__2,p__Spirochaetota__203691,c__Spirochaetia__203692,o__Brachyspirales__1643686,f__Brachyspiraceae__143786,g__Brachyspira__29521,s__Brachyspira pilosicoli__52584,
Virgibacillus halodenitrificans,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Virgibacillus__84406,s__Virgibacillus halodenitrificans__1482,
Scardovia inopinata F0304,strain,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Scardovia__196081,s__Scardovia inopinata__78259,st__Scardovia inopinata F0304__641146
Enterococcus faecalis EnGen0069,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus faecalis__1351,st__Enterococcus faecalis EnGen0069__1151211
Bifidobacterium longum subsp. longum 72B,strain,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium longum__216816,st__Bifidobacterium longum subsp. longum 72B__1457184
Streptococcus sp. oral taxon 056,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus sp. oral taxon 056__712620,
Bordetella hinzii,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Burkholderiales__80840,f__Alcaligenaceae__506,g__Bordetella__517,s__Bordetella hinzii__103855,
Streptomyces jumonjinensis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Kitasatosporales__85011,f__Streptomycetaceae__2062,g__Streptomyces__1883,s__Streptomyces jumonjinensis__1945,
Sphingobacterium sp. KOPRI 25421,species,sk__Bacteria__2,p__Bacteroidota__976,c__Sphingobacteriia__117747,o__Sphingobacteriales__200666,f__Sphingobacteriaceae__84566,g__Sphingobacterium__28453,s__Sphingobacterium sp. KOPRI 25421__887420,
Pseudoxanthomonas dokdonensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Xanthomonadaceae__32033,g__Pseudoxanthomonas__83618,s__Pseudoxanthomonas dokdonensis__344882,
Nocardia grenadensis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Nocardiaceae__85025,g__Nocardia__1817,s__Nocardia grenadensis__931537,
Nocardiopsis listeri,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Nocardiopsaceae__83676,g__Nocardiopsis__2013,s__Nocardiopsis listeri__53440,
Actinoplanes palleronii,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micromonosporales__85008,f__Micromonosporaceae__28056,g__Actinoplanes__1865,s__Actinoplanes palleronii__113570,
Leptospira meyeri,species,sk__Bacteria__2,p__Spirochaetota__203691,c__Spirochaetia__203692,o__Leptospirales__1643688,f__Leptospiraceae__170,g__Leptospira__171,s__Leptospira meyeri__29508,
Pseudarthrobacter polychromogenes,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Pseudarthrobacter__1742993,s__Pseudarthrobacter polychromogenes__1676,
Actinomadura rifamycini,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Thermomonosporaceae__2012,g__Actinomadura__1988,s__Actinomadura rifamycini__31962,
Nocardiopsis sp. YIM C20,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Nocardiopsaceae__83676,g__Nocardiopsis__2013,s__Nocardiopsis sp. YIM C20__470805,
Pseudochrobactrum saccharolyticum,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Brucellaceae__118882,g__Pseudochrobactrum__354349,s__Pseudochrobactrum saccharolyticum__354352,
Nocardiopsis sp. YIM C560,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Nocardiopsaceae__83676,g__Nocardiopsis__2013,s__Nocardiopsis sp. YIM C560__470813,
Breznakiellaceae,family,sk__Bacteria__2,p__Spirochaetota__203691,c__Spirochaetia__203692,o__Spirochaetales__136,f__Breznakiellaceae__2951104,,,
Fusobacterium animalis D11,strain,sk__Bacteria__2,p__Fusobacteriota__32066,c__Fusobacteriia__203490,o__Fusobacteriales__203491,f__Fusobacteriaceae__203492,g__Fusobacterium__848,s__Fusobacterium animalis__76859,st__Fusobacterium animalis D11__556264
Spiroplasma diminutum,species,sk__Bacteria__2,p__Mycoplasmatota__544448,c__Mollicutes__31969,o__Entomoplasmatales__186328,f__Spiroplasmataceae__2131,g__Spiroplasma__2132,s__Spiroplasma diminutum__216936,
Paenibacillus chibensis,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus chibensis__59846,
Paenibacillus pinihumi,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus pinihumi__669462,
Paenibacillus anaericanus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus anaericanus__170367,
Brachyspiraceae,family,sk__Bacteria__2,p__Spirochaetota__203691,c__Spirochaetia__203692,o__Brachyspirales__1643686,f__Brachyspiraceae__143786,,,
Klebsiella sp. LTGPAF-6F,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella sp. LTGPAF-6F__1905288,
Amylibacter,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodobacterales__204455,f__Paracoccaceae__31989,g__Amylibacter__1617805,,
Hydrogenophaga sp. KMM 6728,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Burkholderiales__80840,f__Comamonadaceae__80864,g__Hydrogenophaga__47420,s__Hydrogenophaga sp. KMM 6728__1265700,
Peribacillus simplex,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Peribacillus__2675229,s__Peribacillus simplex__1478,
Corynebacterium striatum ATCC 6940,strain,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium striatum__43770,st__Corynebacterium striatum ATCC 6940__525268
Prevotella sp. P4-119,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Prevotellaceae__171552,g__Prevotella__838,s__Prevotella sp. P4-119__2024218,
Aeromonas sp. w55,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Aeromonadales__135624,f__Aeromonadaceae__84642,g__Aeromonas__642,s__Aeromonas sp. w55__2161680,
Enterococcus faecalis ATCC 29200,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus faecalis__1351,st__Enterococcus faecalis ATCC 29200__525271
Enterococcus faecalis EnGen0115,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus faecalis__1351,st__Enterococcus faecalis EnGen0115__1157369
Lactobacillus crispatus ST1,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lactobacillus__1578,s__Lactobacillus crispatus__47770,st__Lactobacillus crispatus ST1__748671
Rothia sp. HMSC036D11,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Rothia__32207,s__Rothia sp. HMSC036D11__1739462,
Campylobacter rectus RM3267,strain,sk__Bacteria__2,p__Campylobacterota__29547,c__Epsilonproteobacteria__3031852,o__Campylobacterales__213849,f__Campylobacteraceae__72294,g__Campylobacter__194,s__Campylobacter rectus__203,st__Campylobacter rectus RM3267__553218
Alcanivorax borkumensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Oceanospirillales__135619,f__Alcanivoracaceae__224372,g__Alcanivorax__59753,s__Alcanivorax borkumensis__59754,
Arthrobacter sp. YIM 94406,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Arthrobacter__1663,s__Arthrobacter sp. YIM 94406__1425360,
Streptomyces globosus,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Kitasatosporales__85011,f__Streptomycetaceae__2062,g__Streptomyces__1883,s__Streptomyces globosus__68209,
Vibrio nigripulchritudo,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Vibrionales__135623,f__Vibrionaceae__641,g__Vibrio__662,s__Vibrio nigripulchritudo__28173,
Fimbriimonadaceae,family,sk__Bacteria__2,p__Armatimonadota__67819,c__Fimbriimonadia__1663419,o__Fimbriimonadales__1663425,f__Fimbriimonadaceae__1663426,,,
Paucibacter sp. KCTC 42545,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Burkholderiales__80840,f__Sphaerotilaceae__2975441,g__Roseateles__93681,s__Paucibacter sp. KCTC 42545__1768242,
